item_id,user_id,action,vtime
i324,u2735,click,2014/9/27 16:31
i324,u2914,click,2014/9/12 20:24
i324,u2724,click,2014/9/23 12:46
i324,u2724,click,2014/9/12 11:08
i324,u2784,click,2014/9/10 10:53
i324,u2740,click,2014/9/12 9:44
i324,u2848,click,2014/9/11 17:53
i324,u2731,click,2014/9/12 12:11
i324,u2740,click,2014/9/12 18:10
i324,u2726,click,2014/9/2 14:30
i324,u2786,click,2014/9/14 16:24
i324,u2915,click,2014/9/2 7:50
i407,u2731,click,2014/9/2 18:02
i407,u2916,click,2014/9/10 13:29
i407,u2729,click,2014/9/4 15:33
i407,u2734,click,2014/9/1 22:41
i407,u2723,click,2014/9/10 15:35
i407,u2740,click,2014/9/4 9:42
i343,u2735,click,2014/9/20 10:21
i343,u2734,click,2014/9/7 22:11
i343,u2734,click,2014/9/30 20:18
i343,u2917,click,2014/9/19 11:09
i343,u2735,click,2014/9/12 12:28
i343,u2729,click,2014/9/26 13:28
i343,u2723,click,2014/9/27 22:12
i343,u2729,click,2014/9/19 23:27
i343,u2729,click,2014/9/10 17:30
i343,u2735,click,2014/9/23 21:13
i2,u2918,click,2014/9/27 20:51
i2,u2919,click,2014/9/14 20:23
i2,u2920,click,2014/9/10 20:58
i2,u2921,click,2014/9/22 13:08
i2,u2922,click,2014/9/9 18:39
i2,u2923,click,2014/9/20 13:38
i2,u2924,click,2014/9/16 22:13
i2,u2730,click,2014/9/9 15:26
i2,u2925,click,2014/9/29 10:39
i2,u2926,click,2014/9/15 0:45
i2,u2927,click,2014/9/28 6:59
i2,u2781,click,2014/9/23 23:08
i2,u2928,click,2014/9/1 9:11
i2,u2723,click,2014/9/6 14:04
i2,u2929,click,2014/9/5 13:15
i2,u2930,click,2014/9/2 13:35
i2,u2723,click,2014/9/16 19:06
i2,u2739,click,2014/9/2 20:54
i2,u2931,click,2014/9/20 5:55
i2,u2932,click,2014/9/17 20:27
i2,u2735,click,2014/9/25 10:49
i2,u2933,click,2014/9/1 18:14
i2,u2934,click,2014/9/23 22:13
i172,u2730,click,2014/9/28 3:05
i172,u2935,click,2014/9/17 10:20
i56,u39,click,2014/9/8 17:02
i172,u2723,click,2014/9/26 21:33
i172,u2801,click,2014/9/17 13:30
i172,u2937,click,2014/9/17 12:05
i172,u2724,click,2014/9/11 13:39
i172,u2723,click,2014/9/29 11:34
i172,u2735,click,2014/9/28 8:30
i172,u2729,click,2014/9/10 8:50
i13,u2784,click,2014/9/19 13:46
i13,u2938,click,2014/9/26 23:14
i13,u2939,click,2014/9/5 16:18
i13,u2734,click,2014/9/10 21:37
i13,u48,click,2014/9/26 15:05
i13,u2735,click,2014/9/17 13:58
i13,u2735,click,2014/9/30 12:09
i13,u2735,click,2014/9/25 13:17
i13,u2729,click,2014/9/29 17:04
i13,u2940,click,2014/9/23 13:37
i13,u2735,click,2014/9/22 22:15
i13,u2941,click,2014/9/14 12:46
i13,u2745,click,2014/9/5 7:40
i13,u2917,click,2014/9/6 19:34
i13,u2942,click,2014/9/26 14:22
i13,u2943,click,2014/9/28 16:26
i13,u2944,click,2014/9/25 11:16
i13,u2945,click,2014/9/26 14:45
i173,u2729,click,2014/9/4 14:14
i173,u2897,click,2014/9/17 16:23
i173,u2851,click,2014/9/18 13:12
i173,u2946,click,2014/9/24 13:02
i173,u2947,click,2014/9/27 10:06
i173,u2915,click,2014/9/4 17:28
i173,u2948,click,2014/9/21 20:05
i173,u2949,click,2014/9/23 15:49
i173,u2740,click,2014/9/3 11:18
i173,u2723,click,2014/9/15 9:38
i173,u2723,click,2014/9/23 10:09
i173,u2950,click,2014/9/25 17:23
i173,u2951,click,2014/9/22 5:05
i173,u2740,click,2014/9/17 8:46
i173,u2952,click,2014/9/24 1:03
i173,u2784,click,2014/9/18 15:32
i173,u2784,click,2014/9/17 13:40
i173,u2723,click,2014/9/18 10:47
i173,u2953,click,2014/9/28 9:40
i173,u2848,click,2014/9/17 13:45
i173,u2745,click,2014/9/16 10:15
i173,u2745,click,2014/9/2 22:30
i173,u2954,click,2014/9/25 18:51
i173,u2955,click,2014/9/17 9:59
i173,u2724,click,2014/9/17 9:37
i173,u2724,click,2014/9/18 12:47
i173,u2724,click,2014/9/18 14:09
i492,u2735,click,2014/9/19 12:04
i492,u2956,click,2014/9/12 14:51
i492,u2957,click,2014/9/17 10:04
i492,u2958,click,2014/9/15 11:40
i492,u2959,click,2014/9/27 13:34
i492,u2960,click,2014/9/19 23:48
i492,u2903,click,2014/9/30 16:43
i492,u2961,click,2014/9/7 1:01
i492,u2739,click,2014/9/14 22:28
i492,u2723,click,2014/9/22 9:05
i492,u2962,click,2014/9/29 14:29
i492,u2730,click,2014/9/28 20:33
i492,u2963,click,2014/9/4 12:19
i492,u2964,click,2014/9/19 14:07
i391,u2898,click,2014/9/3 15:53
i391,u2731,click,2014/9/29 9:40
i391,u2730,click,2014/9/2 15:31
i391,u2724,click,2014/9/20 11:18
i391,u2724,click,2014/9/15 12:27
i391,u2724,click,2014/9/19 11:06
i391,u2724,click,2014/9/2 6:04
i391,u2735,click,2014/9/2 14:51
i391,u2735,click,2014/9/13 23:00
i391,u2735,click,2014/9/8 21:14
i391,u2729,click,2014/9/23 14:28
i391,u2729,click,2014/9/4 20:23
i448,u2965,click,2014/9/28 3:00
i448,u2966,click,2014/9/2 13:47
i448,u2729,click,2014/9/12 22:52
i448,u2781,click,2014/9/27 1:11
i448,u2735,click,2014/9/22 17:16
i448,u2729,click,2014/9/28 17:11
i448,u2652,click,2014/9/21 9:36
i448,u2748,click,2014/9/7 21:49
i448,u2967,click,2014/9/19 10:24
i448,u2923,click,2014/9/19 4:51
i448,u2968,click,2014/9/17 8:45
i448,u2969,click,2014/9/8 17:28
i448,u2739,click,2014/9/14 10:37
i448,u2897,click,2014/9/20 18:01
i448,u2970,click,2014/9/3 9:26
i448,u2739,click,2014/9/16 10:59
i448,u2816,click,2014/9/27 9:19
i448,u2971,click,2014/9/14 14:43
i448,u2724,click,2014/9/17 20:19
i448,u2972,click,2014/9/6 3:16
i448,u2973,click,2014/9/27 21:34
i448,u2974,click,2014/9/14 20:51
i448,u2975,click,2014/9/23 22:25
i240,u2724,click,2014/9/23 13:06
i240,u2735,click,2014/9/21 19:51
i455,u2976,click,2014/9/18 13:37
i455,u2735,click,2014/9/28 21:26
i455,u2735,click,2014/9/18 10:39
i455,u2939,click,2014/9/9 20:20
i455,u2810,click,2014/9/25 12:44
i455,u2729,click,2014/9/12 20:32
i455,u2729,click,2014/9/18 20:33
i455,u2977,click,2014/9/20 22:30
i455,u2740,click,2014/9/21 21:00
i455,u2729,click,2014/9/13 21:06
i455,u2729,click,2014/9/8 11:20
i455,u2724,click,2014/9/20 13:22
i455,u2854,click,2014/9/15 16:25
i455,u2724,click,2014/9/13 15:03
i455,u2740,click,2014/9/19 9:38
i455,u2729,click,2014/9/19 21:54
i455,u2740,click,2014/9/12 12:40
i455,u2845,click,2014/9/18 12:51
i455,u2728,click,2014/9/25 12:16
i455,u2728,click,2014/9/2 20:38
i455,u2731,click,2014/9/4 17:39
i455,u2801,click,2014/9/18 9:19
i455,u2801,click,2014/9/29 20:18
i455,u2723,click,2014/9/19 15:42
i455,u2723,click,2014/9/19 12:30
i455,u2726,click,2014/9/12 14:10
i455,u2734,click,2014/9/4 11:53
i455,u2723,click,2014/9/19 9:50
i455,u2723,click,2014/9/17 19:54
i284,u2916,click,2014/9/21 14:03
i284,u2890,click,2014/9/14 22:49
i284,u2740,click,2014/9/16 19:45
i284,u2978,click,2014/9/16 14:37
i284,u2979,click,2014/9/15 13:31
i381,u2980,click,2014/9/18 10:30
i381,u2981,click,2014/9/28 15:12
i381,u2982,click,2014/9/17 11:42
i381,u2983,click,2014/9/7 0:13
i381,u2984,click,2014/9/18 11:22
i381,u2832,click,2014/9/22 12:44
i381,u2985,click,2014/9/19 13:26
i381,u2986,click,2014/9/16 19:31
i381,u2987,click,2014/9/2 13:24
i381,u2804,click,2014/9/4 3:14
i381,u2735,click,2014/9/9 17:13
i381,u2724,click,2014/9/20 9:12
i381,u2730,click,2014/9/7 12:08
i381,u2734,click,2014/9/22 9:34
i381,u2988,click,2014/9/9 17:04
i381,u2730,click,2014/9/1 12:47
i381,u2739,click,2014/9/5 23:18
i381,u2739,click,2014/9/10 20:52
i311,u2842,click,2014/9/16 22:04
i311,u2745,click,2014/9/21 17:55
i214,u2729,click,2014/9/16 12:05
i214,u2724,click,2014/9/13 11:01
i214,u2732,click,2014/9/19 19:20
i214,u2724,click,2014/9/16 12:16
i214,u2724,click,2014/9/13 15:30
i214,u2731,click,2014/9/9 9:25
i214,u2724,click,2014/9/21 17:59
i214,u2989,click,2014/9/18 7:07
i214,u2937,click,2014/9/21 9:39
i214,u54,click,2014/9/15 21:28
i214,u2724,click,2014/9/20 12:28
i214,u2724,click,2014/9/20 17:14
i214,u2724,click,2014/9/18 15:06
i214,u2724,click,2014/9/15 9:41
i214,u2724,click,2014/9/16 23:48
i214,u2724,click,2014/9/17 21:36
i214,u2724,click,2014/9/19 16:56
i214,u2729,click,2014/9/13 18:14
i214,u2729,click,2014/9/16 21:33
i214,u2729,click,2014/9/13 13:42
i214,u2729,click,2014/9/13 7:08
i214,u2729,click,2014/9/17 10:45
i214,u2729,click,2014/9/14 23:26
i111,u2732,click,2014/9/5 22:58
i111,u2723,click,2014/9/27 14:45
i111,u2735,click,2014/9/19 11:27
i111,u2734,click,2014/9/14 13:35
i111,u2740,click,2014/9/13 20:31
i111,u2731,click,2014/9/9 13:34
i111,u2990,click,2014/9/26 17:26
i441,u2740,click,2014/9/3 11:32
i290,u2858,click,2014/9/3 13:45
i290,u2723,click,2014/9/14 12:49
i290,u2735,click,2014/9/28 23:12
i254,u2991,click,2014/9/12 14:44
i254,u2992,click,2014/9/18 22:56
i254,u2993,click,2014/9/24 16:40
i254,u2722,click,2014/9/18 9:42
i254,u2994,click,2014/9/25 8:30
i254,u2722,click,2014/9/22 8:57
i254,u2995,click,2014/9/19 17:39
i254,u2722,click,2014/9/22 8:54
i254,u2846,click,2014/9/15 17:14
i254,u2846,click,2014/9/12 15:32
i254,u2801,click,2014/9/22 19:38
i254,u2722,click,2014/9/11 16:11
i254,u2996,click,2014/9/21 16:34
i254,u2729,click,2014/9/20 17:51
i254,u2723,click,2014/9/18 12:19
i254,u2724,click,2014/9/16 21:26
i254,u2997,click,2014/9/18 9:15
i254,u2677,click,2014/9/17 6:44
i61,u2731,click,2014/9/17 12:08
i61,u2729,click,2014/9/24 20:38
i520,u2734,click,2014/9/4 10:14
i192,u2745,click,2014/9/23 17:08
i192,u2998,click,2014/9/23 13:48
i192,u2729,click,2014/9/12 10:13
i192,u2728,click,2014/9/1 17:33
i192,u2737,click,2014/9/21 21:34
i192,u2999,click,2014/9/10 12:09
i192,u2848,click,2014/9/15 11:43
i192,u3000,click,2014/9/27 23:10
i192,u2850,click,2014/9/1 14:33
i192,u2740,click,2014/9/1 20:04
i192,u3001,click,2014/9/2 15:55
i192,u2725,click,2014/9/18 13:32
i192,u3002,click,2014/9/5 2:02
i192,u2898,click,2014/9/3 14:43
i192,u3003,click,2014/9/15 17:44
i192,u2872,click,2014/9/3 8:25
i192,u2787,click,2014/9/9 8:23
i192,u2739,click,2014/9/9 16:55
i192,u2726,click,2014/9/24 8:56
i192,u2726,click,2014/9/1 8:50
i192,u3004,click,2014/9/29 8:40
i192,u2851,click,2014/9/19 10:02
i192,u3005,click,2014/9/6 15:44
i192,u2735,click,2014/9/1 23:39
i321,u2731,click,2014/9/6 21:46
i321,u3006,click,2014/9/11 22:16
i321,u3007,click,2014/9/22 9:43
i321,u3008,click,2014/9/23 12:09
i321,u2832,click,2014/9/24 11:29
i321,u2897,click,2014/9/17 21:02
i321,u2935,click,2014/9/16 10:52
i321,u2893,click,2014/9/27 20:16
i321,u26,click,2014/9/19 21:22
i321,u2723,click,2014/9/12 22:24
i321,u2745,click,2014/9/26 16:21
i321,u3009,click,2014/9/16 19:51
i304,u2726,click,2014/9/21 17:54
i304,u2724,click,2014/9/16 10:51
i304,u2745,click,2014/9/20 21:32
i304,u2740,click,2014/9/12 13:03
i304,u2731,click,2014/9/18 8:58
i304,u3010,click,2014/9/24 0:10
i304,u2729,click,2014/9/18 13:18
i304,u2723,click,2014/9/17 17:10
i304,u3011,click,2014/9/13 9:44
i366,u39,alipay,2014/9/4 19:23
i304,u2730,click,2014/9/30 17:11
i304,u2735,click,2014/9/22 10:53
i277,u2729,click,2014/9/22 14:06
i57,u3013,click,2014/9/24 13:31
i57,u2731,click,2014/9/25 21:54
i57,u2723,click,2014/9/8 20:36
i57,u2730,click,2014/9/8 21:45
i57,u2730,click,2014/9/18 15:12
i63,u2730,click,2014/9/4 11:03
i63,u3014,click,2014/9/7 13:47
i63,u3015,click,2014/9/30 20:44
i63,u2729,click,2014/9/3 11:01
i63,u2730,click,2014/9/2 9:16
i63,u3016,click,2014/9/1 8:43
i63,u2729,click,2014/9/27 22:16
i63,u2912,click,2014/9/27 14:35
i63,u3017,click,2014/9/7 19:05
i63,u2735,click,2014/9/18 17:10
i63,u31,click,2014/9/17 8:53
i63,u2788,click,2014/9/11 16:26
i63,u2884,click,2014/9/6 7:53
i63,u3018,click,2014/9/10 18:00
i63,u3019,click,2014/9/27 22:49
i63,u3020,click,2014/9/14 12:35
i63,u2722,click,2014/9/18 8:41
i63,u2722,click,2014/9/20 1:09
i236,u3021,click,2014/9/10 8:51
i236,u3022,click,2014/9/18 22:09
i236,u2729,click,2014/9/14 16:27
i236,u2735,click,2014/9/20 10:14
i236,u2745,click,2014/9/18 11:47
i236,u3023,click,2014/9/19 9:58
i236,u2897,click,2014/9/10 16:55
i236,u3024,click,2014/9/26 22:39
i236,u2723,click,2014/9/9 20:59
i236,u2723,click,2014/9/12 14:06
i489,u2986,click,2014/9/9 14:17
i489,u3025,click,2014/9/10 13:12
i489,u2978,click,2014/9/9 11:24
i489,u2740,click,2014/9/20 21:45
i489,u3026,click,2014/9/15 12:30
i489,u2722,click,2014/9/25 15:51
i541,u2915,click,2014/9/3 21:43
i541,u2787,click,2014/9/17 20:15
i541,u2837,click,2014/9/15 15:02
i541,u2842,click,2014/9/14 9:13
i541,u3027,click,2014/9/18 19:20
i286,u2737,click,2014/9/2 3:15
i286,u2772,click,2014/9/22 8:16
i286,u2730,click,2014/9/7 22:02
i352,u2726,click,2014/9/16 14:44
i352,u2758,click,2014/9/16 0:23
i352,u2737,click,2014/9/1 22:04
i352,u3028,click,2014/9/17 15:01
i352,u3029,click,2014/9/19 17:16
i352,u2739,click,2014/9/4 18:35
i352,u2749,click,2014/9/19 19:50
i352,u3030,click,2014/9/11 18:39
i352,u2755,click,2014/9/2 20:54
i352,u2735,click,2014/9/27 13:29
i352,u2778,click,2014/9/5 4:13
i352,u2778,click,2014/9/13 4:34
i352,u2778,click,2014/9/6 11:04
i352,u2778,click,2014/9/12 21:40
i352,u2778,click,2014/9/15 21:52
i352,u2781,click,2014/9/30 9:01
i352,u2781,click,2014/9/22 6:34
i352,u2781,click,2014/9/22 11:23
i352,u2781,click,2014/9/26 16:11
i352,u2781,click,2014/9/23 11:20
i221,u3031,click,2014/9/10 13:01
i221,u2730,click,2014/9/5 23:30
i221,u3032,click,2014/9/8 2:38
i221,u2740,click,2014/9/14 16:31
i221,u2724,click,2014/9/5 5:36
i221,u2801,click,2014/9/8 21:29
i281,u3033,click,2014/9/7 17:57
i281,u2903,click,2014/9/8 15:21
i281,u3034,click,2014/9/11 15:52
i281,u2732,click,2014/9/3 19:18
i281,u2729,click,2014/9/9 14:47
i281,u3035,click,2014/9/10 9:59
i281,u2745,click,2014/9/4 11:18
i281,u3036,click,2014/9/13 9:19
i281,u3037,click,2014/9/7 21:48
i281,u2735,click,2014/9/3 16:46
i281,u2877,click,2014/9/15 20:19
i281,u2731,click,2014/9/5 11:46
i281,u2724,click,2014/9/4 21:57
i281,u2723,click,2014/9/10 12:09
i281,u2723,click,2014/9/9 13:32
i281,u2723,click,2014/9/1 15:27
i281,u2725,click,2014/9/1 11:12
i281,u2723,click,2014/9/11 11:08
i281,u2723,click,2014/9/5 16:31
i281,u2724,click,2014/9/6 20:09
i281,u2729,click,2014/9/3 18:51
i281,u2729,click,2014/9/11 17:26
i281,u2729,click,2014/9/6 16:45
i281,u2729,click,2014/9/4 9:43
i281,u2729,click,2014/9/9 9:47
i25,u2832,click,2014/9/11 10:13
i25,u2739,click,2014/9/10 18:35
i25,u3038,click,2014/9/9 22:43
i25,u2915,click,2014/9/2 9:30
i25,u2832,click,2014/9/5 9:46
i25,u2723,click,2014/9/4 17:50
i25,u3007,click,2014/9/26 9:43
i25,u2891,click,2014/9/27 9:24
i25,u14,click,2014/9/2 11:29
i25,u3039,click,2014/9/10 23:09
i25,u2996,click,2014/9/1 12:52
i25,u3040,click,2014/9/12 11:07
i25,u3041,click,2014/9/18 20:30
i25,u3042,click,2014/9/26 10:34
i488,u2974,click,2014/9/3 16:55
i488,u2730,click,2014/9/8 19:11
i488,u2735,click,2014/9/11 14:28
i488,u2724,click,2014/9/4 22:43
i488,u3043,click,2014/9/8 20:35
i488,u3044,click,2014/9/1 15:01
i488,u2734,click,2014/9/14 20:29
i488,u2723,click,2014/9/15 16:41
i554,u3010,click,2014/9/9 0:22
i554,u2729,click,2014/9/9 16:37
i554,u2915,click,2014/9/8 20:37
i364,u2729,click,2014/9/8 21:10
i364,u2842,click,2014/9/3 9:23
i364,u2784,click,2014/9/20 16:14
i364,u2723,click,2014/9/9 19:45
i364,u3045,click,2014/9/1 21:37
i364,u2723,click,2014/9/9 12:38
i364,u2728,click,2014/9/14 11:22
i364,u3046,click,2014/9/12 13:45
i364,u2723,click,2014/9/25 14:04
i364,u2772,click,2014/9/9 21:34
i364,u2902,click,2014/9/4 12:14
i364,u3047,click,2014/9/9 23:53
i364,u2735,click,2014/9/24 23:42
i364,u2735,click,2014/9/15 1:36
i364,u2735,click,2014/9/27 20:01
i364,u2735,click,2014/9/10 21:01
i364,u2735,click,2014/9/26 11:15
i364,u2735,click,2014/9/15 16:05
i364,u2730,click,2014/9/10 22:16
i327,u2729,click,2014/9/7 12:19
i327,u3048,click,2014/9/23 9:48
i327,u2801,click,2014/9/6 12:58
i327,u3049,click,2014/9/19 20:05
i327,u2729,click,2014/9/18 17:48
i327,u2784,click,2014/9/2 9:22
i327,u2729,click,2014/9/10 16:20
i327,u2784,click,2014/9/4 16:45
i327,u2737,click,2014/9/16 19:49
i327,u3050,click,2014/9/20 14:52
i327,u2939,click,2014/9/24 16:53
i327,u3051,click,2014/9/20 11:02
i327,u3052,click,2014/9/13 4:29
i327,u3053,click,2014/9/8 1:22
i327,u2851,click,2014/9/5 22:25
i327,u2723,click,2014/9/16 17:39
i327,u3054,click,2014/9/16 15:06
i327,u2740,click,2014/9/4 9:49
i327,u2723,click,2014/9/4 15:29
i204,u2735,click,2014/9/6 19:45
i325,u3055,click,2014/9/5 12:03
i325,u3056,click,2014/9/17 4:44
i325,u3057,click,2014/9/4 21:36
i325,u3058,click,2014/9/23 22:24
i325,u2729,click,2014/9/23 11:25
i325,u3013,click,2014/9/23 19:41
i325,u2739,click,2014/9/15 18:22
i325,u2781,click,2014/9/21 18:21
i325,u2739,click,2014/9/8 5:14
i325,u3059,click,2014/9/9 15:26
i325,u3060,click,2014/9/15 16:00
i325,u3061,click,2014/9/7 7:15
i325,u3062,click,2014/9/10 14:03
i325,u2778,click,2014/9/13 13:02
i325,u3063,click,2014/9/1 23:15
i325,u3064,click,2014/9/9 21:23
i325,u2897,click,2014/9/4 10:31
i325,u2730,click,2014/9/1 17:33
i325,u2730,click,2014/9/1 16:15
i288,u3006,click,2014/9/19 21:07
i288,u2740,click,2014/9/5 9:17
i288,u2729,click,2014/9/18 22:44
i288,u2729,click,2014/9/11 18:25
i319,u3065,click,2014/9/22 12:29
i319,u3066,click,2014/9/10 5:45
i319,u2735,click,2014/9/12 10:40
i319,u3067,click,2014/9/21 2:07
i319,u3068,click,2014/9/11 4:34
i319,u2739,click,2014/9/2 16:40
i319,u2739,click,2014/9/14 18:45
i319,u2739,click,2014/9/22 10:31
i319,u3069,click,2014/9/23 4:13
i319,u2756,click,2014/9/3 10:57
i319,u2745,click,2014/9/14 16:47
i319,u2737,click,2014/9/1 4:56
i319,u2778,click,2014/9/15 10:23
i319,u2778,click,2014/9/10 21:10
i319,u2737,click,2014/9/14 10:59
i319,u2729,click,2014/9/2 17:18
i319,u2781,click,2014/9/22 15:30
i319,u2781,click,2014/9/22 4:00
i319,u2781,click,2014/9/21 12:50
i218,u3070,click,2014/9/4 8:42
i218,u3071,click,2014/9/17 11:34
i218,u3072,click,2014/9/25 11:10
i218,u2748,click,2014/9/15 12:05
i218,u3073,click,2014/9/15 14:41
i218,u2950,click,2014/9/24 9:26
i218,u54,click,2014/9/24 22:34
i218,u24,click,2014/9/30 8:41
i218,u3074,click,2014/9/9 16:45
i218,u3075,click,2014/9/17 16:24
i218,u3076,click,2014/9/16 13:09
i218,u3077,click,2014/9/22 14:49
i218,u3078,click,2014/9/6 15:30
i218,u3079,click,2014/9/22 10:18
i218,u3080,click,2014/9/22 9:18
i218,u3081,click,2014/9/26 14:51
i218,u3082,click,2014/9/1 17:17
i218,u3083,click,2014/9/13 17:10
i149,u3084,click,2014/9/23 20:46
i149,u3085,click,2014/9/7 20:32
i149,u2730,click,2014/9/11 15:13
i149,u2730,click,2014/9/4 20:44
i149,u3086,click,2014/9/27 11:23
i149,u2881,click,2014/9/24 1:15
i149,u2881,click,2014/9/13 22:09
i149,u2729,click,2014/9/30 10:08
i149,u2722,click,2014/9/27 17:55
i149,u2722,click,2014/9/9 19:27
i149,u2848,click,2014/9/13 21:21
i149,u2881,click,2014/9/12 17:04
i149,u2723,click,2014/9/6 15:02
i149,u3087,click,2014/9/25 15:21
i149,u2781,click,2014/9/22 11:22
i149,u2781,click,2014/9/25 13:31
i149,u2740,click,2014/9/5 15:46
i149,u2740,click,2014/9/29 22:30
i149,u2740,click,2014/9/19 22:44
i89,u3088,click,2014/9/24 12:40
i89,u2739,click,2014/9/5 15:45
i89,u3089,click,2014/9/15 22:51
i89,u3090,click,2014/9/25 14:36
i89,u3063,click,2014/9/2 10:36
i89,u3091,click,2014/9/16 13:42
i89,u3092,click,2014/9/13 9:28
i89,u2915,click,2014/9/21 19:02
i89,u3093,click,2014/9/30 11:21
i89,u2971,click,2014/9/18 17:19
i89,u3094,click,2014/9/1 9:33
i89,u3095,click,2014/9/15 11:22
i89,u3096,click,2014/9/25 12:26
i89,u3097,click,2014/9/23 11:14
i89,u2761,click,2014/9/11 16:30
i89,u3098,click,2014/9/27 9:34
i89,u3099,click,2014/9/25 12:38
i402,u2735,click,2014/9/25 22:22
i142,u3100,click,2014/9/21 22:31
i142,u3101,click,2014/9/22 18:53
i142,u3102,click,2014/9/10 11:20
i142,u3103,click,2014/9/11 21:26
i142,u2730,click,2014/9/2 15:49
i142,u3104,click,2014/9/23 17:52
i142,u2724,click,2014/9/7 21:52
i142,u3105,click,2014/9/27 7:57
i142,u2740,click,2014/9/5 23:32
i142,u3106,click,2014/9/18 4:23
i142,u2952,click,2014/9/22 8:03
i142,u2735,click,2014/9/24 11:10
i142,u2735,click,2014/9/3 3:40
i142,u2723,click,2014/9/4 12:25
i142,u2723,click,2014/9/24 22:00
i142,u2723,click,2014/9/1 12:10
i142,u2723,click,2014/9/4 14:35
i534,u3107,click,2014/9/2 9:45
i534,u2730,click,2014/9/18 3:35
i534,u3108,click,2014/9/30 11:20
i534,u2729,click,2014/9/22 21:46
i534,u2962,click,2014/9/29 10:50
i534,u2892,click,2014/9/15 11:56
i534,u2832,click,2014/9/27 15:30
i534,u3109,click,2014/9/9 21:53
i534,u3110,click,2014/9/3 16:17
i534,u3111,click,2014/9/18 8:57
i534,u2903,click,2014/9/28 14:54
i534,u2893,click,2014/9/3 10:33
i534,u42,click,2014/9/27 10:00
i534,u3112,click,2014/9/2 8:31
i534,u2726,click,2014/9/3 22:29
i534,u2896,click,2014/9/24 10:09
i534,u2842,click,2014/9/30 8:47
i534,u2989,click,2014/9/19 7:41
i534,u2723,click,2014/9/10 21:28
i534,u4,click,2014/9/21 22:29
i524,u2915,click,2014/9/9 13:01
i524,u2898,click,2014/9/5 19:38
i524,u2730,click,2014/9/6 7:31
i524,u3049,click,2014/9/12 15:20
i524,u3030,click,2014/9/15 12:38
i524,u2724,click,2014/9/18 17:38
i524,u2986,click,2014/9/5 21:18
i524,u3085,click,2014/9/7 12:02
i524,u2723,click,2014/9/16 14:57
i524,u2850,click,2014/9/29 14:54
i524,u2981,click,2014/9/12 10:40
i134,u2729,click,2014/9/6 12:40
i134,u3113,click,2014/9/16 22:18
i134,u2850,click,2014/9/9 0:19
i134,u2810,click,2014/9/1 10:02
i134,u2723,click,2014/9/5 8:31
i134,u2735,click,2014/9/1 9:14
i134,u2735,click,2014/9/9 16:05
i134,u2740,click,2014/9/9 17:15
i533,u2729,click,2014/9/14 10:08
i533,u2740,click,2014/9/19 13:35
i169,u3114,click,2014/9/10 11:05
i169,u2939,click,2014/9/8 19:20
i169,u2745,click,2014/9/8 13:15
i169,u2890,click,2014/9/8 22:12
i169,u2732,click,2014/9/8 21:48
i169,u2735,click,2014/9/8 9:07
i169,u2850,click,2014/9/9 14:59
i169,u2784,click,2014/9/12 22:45
i169,u2832,click,2014/9/10 18:32
i169,u2730,click,2014/9/9 19:07
i169,u3115,click,2014/9/10 11:12
i169,u3116,click,2014/9/5 10:50
i169,u2740,click,2014/9/12 12:06
i169,u2723,click,2014/9/19 17:43
i341,u3117,click,2014/9/11 18:28
i341,u2735,click,2014/9/14 13:24
i341,u2735,click,2014/9/19 20:21
i341,u2756,click,2014/9/14 5:56
i341,u2781,click,2014/9/30 4:45
i341,u2739,click,2014/9/12 15:09
i341,u3118,click,2014/9/7 17:56
i155,u2729,click,2014/9/6 14:23
i155,u2723,click,2014/9/9 14:43
i155,u2729,click,2014/9/22 10:33
i155,u2982,click,2014/9/12 14:33
i252,u3119,click,2014/9/25 20:54
i252,u2739,click,2014/9/25 11:48
i252,u2739,click,2014/9/17 3:21
i252,u3120,click,2014/9/6 6:35
i252,u3121,click,2014/9/14 18:05
i252,u3122,click,2014/9/8 22:43
i252,u16,click,2014/9/2 18:20
i252,u3123,click,2014/9/11 18:43
i252,u3037,click,2014/9/8 8:17
i252,u3124,click,2014/9/9 7:59
i252,u3125,click,2014/9/5 23:33
i252,u3126,click,2014/9/25 19:31
i175,u3127,click,2014/9/4 21:51
i175,u3128,click,2014/9/6 20:38
i175,u3026,click,2014/9/16 21:31
i175,u2731,click,2014/9/18 11:08
i175,u2735,click,2014/9/14 20:11
i175,u2722,click,2014/9/9 14:12
i175,u2787,click,2014/9/7 13:20
i175,u2832,click,2014/9/26 13:28
i175,u2723,click,2014/9/25 18:43
i175,u2723,click,2014/9/24 11:16
i424,u2784,click,2014/9/3 7:21
i424,u3129,click,2014/9/10 14:39
i424,u2739,click,2014/9/1 16:54
i424,u3039,click,2014/9/11 15:01
i424,u3130,click,2014/9/7 14:35
i424,u2801,click,2014/9/14 18:27
i424,u2735,click,2014/9/3 19:46
i117,u3131,click,2014/9/19 19:56
i117,u2729,click,2014/9/12 22:40
i117,u2770,click,2014/9/23 2:52
i117,u2724,click,2014/9/22 16:50
i396,u2737,click,2014/9/4 6:00
i396,u48,click,2014/9/6 13:45
i396,u2731,click,2014/9/27 9:32
i396,u3132,click,2014/9/5 12:36
i396,u2891,click,2014/9/18 8:22
i396,u2842,click,2014/9/3 13:56
i396,u2784,click,2014/9/8 19:18
i396,u2729,click,2014/9/18 14:15
i396,u3133,click,2014/9/2 17:06
